InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536100,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-10-23 18:04:00,2.95,17771,United Kingdom
536100,20725,LUNCH BAG RED RETROSPOT,1,2023-09-13 17:10:00,1.65,16945,United Kingdom
536100,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-12-12 09:14:00,2.95,12375,United Kingdom
536101,22423,REGENCY CAKESTAND 3 TIER,4,2023-01-24 15:23:00,12.75,12355,France
536101,22423,REGENCY CAKESTAND 3 TIER,9,2023-12-02 14:14:00,12.75,12837,United Kingdom
536101,23203,JUMBO BAG DOILEY PATTERNS,6,2023-05-19 09:36:00,2.08,16945,United Kingdom
536101,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-04-02 11:51:00,2.08,17417,Belgium
536101,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-05-25 12:20:00,2.95,16837,United Kingdom
536102,22423,REGENCY CAKESTAND 3 TIER,6,2023-04-13 12:36:00,12.75,13273,United Kingdom
536102,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-07-08 17:31:00,1.69,17745,United Kingdom
536102,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-03-19 08:59:00,2.95,16392,United Kingdom
536102,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-11-22 08:21:00,2.95,17238,United Kingdom
536102,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2023-06-07 09:13:00,0.55,13866,Belgium
536103,22383,LUNCH BAG SUKI DESIGN,1,2023-03-14 12:05:00,1.65,13828,Australia
536103,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2023-07-10 15:47:00,0.55,12712,United Kingdom
536103,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2023-11-23 14:04:00,2.95,17207,United Kingdom
536103,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2023-03-08 11:18:00,0.55,13307,Belgium
536103,23203,JUMBO BAG DOILEY PATTERNS,12,2023-06-17 13:28:00,2.08,17719,United Kingdom
536104,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-10-27 09:09:00,1.69,12260,United Kingdom
536104,22383,LUNCH BAG SUKI DESIGN,6,2023-07-28 09:34:00,1.65,14940,EIRE
536104,22383,LUNCH BAG SUKI DESIGN,5,2023-08-26 12:54:00,1.65,12767,United Kingdom
536104,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2023-12-27 17:02:00,2.08,15436,Netherlands
536104,47566,PARTY BUNTING,2,2023-05-08 13:25:00,4.95,12375,United Kingdom
536105,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2023-03-31 08:25:00,4.95,14401,United Kingdom
536105,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-02-18 15:06:00,2.95,13905,United Kingdom
536105,22423,REGENCY CAKESTAND 3 TIER,4,2023-03-08 11:52:00,12.75,15763,United Kingdom
536105,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,2023-02-13 17:37:00,2.08,13307,Germany
536105,22423,REGENCY CAKESTAND 3 TIER,2,2023-04-12 18:28:00,12.75,13791,United Kingdom
536106,20725,LUNCH BAG RED RETROSPOT,2,2023-01-22 15:03:00,1.65,16597,Belgium
536106,23203,JUMBO BAG DOILEY PATTERNS,7,2023-09-12 08:24:00,2.08,15100,United Kingdom
536106,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-05-21 12:28:00,1.69,16931,United Kingdom
536106,21931,JUMBO STORAGE BAG SUKI,10,2023-05-06 18:18:00,2.08,17771,United Kingdom
536106,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2023-02-01 09:17:00,2.95,12355,United Kingdom
536107,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2023-09-27 11:40:00,1.69,12653,United Kingdom
536107,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2023-07-03 15:34:00,0.55,13575,United Kingdom
536107,21931,JUMBO STORAGE BAG SUKI,9,2023-06-14 14:17:00,2.08,17865,United Kingdom
536107,21931,JUMBO STORAGE BAG SUKI,4,2023-01-16 12:03:00,2.08,14962,United Kingdom
536107,21931,JUMBO STORAGE BAG SUKI,4,2023-03-23 09:15:00,2.08,16827,United Kingdom
536108,23203,JUMBO BAG DOILEY PATTERNS,1,2023-04-23 17:54:00,2.08,12355,United Kingdom
536108,47566,PARTY BUNTING,3,2023-05-02 17:20:00,4.95,14940,United Kingdom
536108,23203,JUMBO BAG DOILEY PATTERNS,12,2023-06-30 17:36:00,2.08,16139,United Kingdom
536108,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-10-05 12:11:00,1.69,13575,United Kingdom
536108,22423,REGENCY CAKESTAND 3 TIER,4,2023-11-05 11:01:00,12.75,13866,United Kingdom
536109,20725,LUNCH BAG RED RETROSPOT,10,2023-04-14 10:21:00,1.65,13628,Netherlands
536109,22423,REGENCY CAKESTAND 3 TIER,1,2023-03-17 17:45:00,12.75,16139,United Kingdom
536109,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-02-07 13:45:00,2.95,17977,United Kingdom
536109,20725,LUNCH BAG RED RETROSPOT,5,2023-06-15 10:10:00,1.65,12645,United Kingdom
536109,22383,LUNCH BAG SUKI DESIGN,11,2023-06-12 10:45:00,1.65,12827,United Kingdom
536110,21931,JUMBO STORAGE BAG SUKI,6,2023-04-25 18:37:00,2.08,13628,United Kingdom
536110,23203,JUMBO BAG DOILEY PATTERNS,12,2023-05-31 10:11:00,2.08,17238,Belgium
536110,21931,JUMBO STORAGE BAG SUKI,1,2023-04-04 17:20:00,2.08,15032,United Kingdom
536110,21931,JUMBO STORAGE BAG SUKI,2,2023-09-12 10:21:00,2.08,16467,United Kingdom
536110,20725,LUNCH BAG RED RETROSPOT,3,2023-11-22 09:52:00,1.65,12759,United Kingdom
536111,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-05-08 09:22:00,4.95,12053,United Kingdom
536111,23203,JUMBO BAG DOILEY PATTERNS,1,2023-01-25 14:28:00,2.08,13022,Belgium
536111,22383,LUNCH BAG SUKI DESIGN,7,2023-06-29 16:24:00,1.65,15456,EIRE
536111,47566,PARTY BUNTING,8,2023-02-07 08:18:00,4.95,12204,United Kingdom
536111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-06-25 10:56:00,2.95,14166,United Kingdom
536112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-02-17 13:38:00,2.95,15032,United Kingdom
536112,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2023-03-26 17:56:00,0.55,12645,United Kingdom
536112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-04-16 11:26:00,2.95,13907,United Kingdom
536112,23203,JUMBO BAG DOILEY PATTERNS,9,2023-05-16 18:18:00,2.08,13273,United Kingdom
536112,22423,REGENCY CAKESTAND 3 TIER,7,2023-10-20 16:53:00,12.75,13575,United Kingdom
536113,20725,LUNCH BAG RED RETROSPOT,1,2023-08-07 09:18:00,1.65,14988,United Kingdom
536113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-04-16 10:40:00,2.95,14276,Switzerland
536113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-07-23 15:31:00,2.95,13307,United Kingdom
536113,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2023-04-05 13:56:00,2.95,14166,United Kingdom
536113,22383,LUNCH BAG SUKI DESIGN,1,2023-05-15 15:29:00,1.65,13307,United Kingdom
536114,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2023-02-01 10:48:00,4.95,15456,United Kingdom
536114,20725,LUNCH BAG RED RETROSPOT,9,2023-07-31 17:14:00,1.65,13907,United Kingdom
536114,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2023-08-03 16:43:00,0.55,14962,United Kingdom
536114,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2023-06-03 09:25:00,1.69,14006,United Kingdom
536114,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2023-12-13 17:09:00,2.95,12767,Switzerland
536115,47566,PARTY BUNTING,3,2023-04-19 11:08:00,4.95,13828,United Kingdom
536115,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2023-04-14 18:09:00,2.08,14988,United Kingdom
536115,23203,JUMBO BAG DOILEY PATTERNS,2,2023-02-14 14:35:00,2.08,17977,United Kingdom
536115,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-08-23 08:50:00,4.95,14910,United Kingdom
536115,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2023-08-01 10:09:00,0.55,15113,United Kingdom
536116,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-10-16 09:50:00,2.95,14787,Netherlands
536116,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2023-07-16 18:31:00,0.55,14277,United Kingdom
536116,22423,REGENCY CAKESTAND 3 TIER,3,2023-05-22 14:09:00,12.75,14910,United Kingdom
536116,23203,JUMBO BAG DOILEY PATTERNS,7,2023-01-20 14:56:00,2.08,12759,United Kingdom
536116,22423,REGENCY CAKESTAND 3 TIER,12,2023-09-01 12:57:00,12.75,16945,United Kingdom
536117,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2023-05-24 15:54:00,4.95,15456,EIRE
536117,47566,PARTY BUNTING,5,2023-08-15 13:17:00,4.95,13022,United Kingdom
536117,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-15 11:58:00,2.95,16392,United Kingdom
536117,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-01-29 16:50:00,2.95,12217,United Kingdom
536117,23203,JUMBO BAG DOILEY PATTERNS,9,2023-07-26 10:49:00,2.08,13866,United Kingdom
536118,47566,PARTY BUNTING,4,2023-04-13 08:15:00,4.95,14006,United Kingdom
536118,20725,LUNCH BAG RED RETROSPOT,12,2023-04-12 12:23:00,1.65,17066,United Kingdom
536118,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2023-12-15 08:15:00,2.08,16945,United Kingdom
536118,22383,LUNCH BAG SUKI DESIGN,3,2023-08-31 17:35:00,1.65,12792,United Kingdom
536118,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2023-12-19 09:18:00,4.95,14253,United Kingdom
536119,47566,PARTY BUNTING,10,2023-04-20 11:41:00,4.95,13805,United Kingdom
536119,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2023-07-29 16:01:00,4.95,12912,United Kingdom
536119,47566,PARTY BUNTING,11,2023-03-30 17:51:00,4.95,12912,United Kingdom
536119,21931,JUMBO STORAGE BAG SUKI,5,2023-11-26 12:27:00,2.08,14166,Switzerland
536119,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-08-27 12:43:00,4.95,17417,Belgium
