invoice_no,customer_id,description,quantity,unit_price,total_amount,invoice_date,country
INV-1243,CUST-0068,Smart LED Desk Lamp,4,29.95,119.8,2025-02-23 12:00:00,United Kingdom
INV-1243,CUST-0068,Ultra HD 27-inch Monitor,2,299.0,598.0,2025-02-23 12:00:00,United Kingdom
INV-1244,CUST-0032,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-05-26 15:00:00,Australia
INV-1244,CUST-0032,Vertical Ergonomic Mouse,2,45.0,90.0,2025-05-26 15:00:00,Australia
INV-1244,CUST-0032,Wireless Noise-Cancelling Headphones,1,149.99,149.99,2025-05-26 15:00:00,Australia
INV-1245,CUST-0046,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-09-01 15:00:00,France
INV-1245,CUST-0046,USB-C Multiport Hub,2,39.99,79.98,2025-09-01 15:00:00,France
INV-1245,CUST-0046,Smart LED Desk Lamp,5,29.95,149.75,2025-09-01 15:00:00,France
INV-1246,CUST-0023,Smart LED Desk Lamp,5,29.95,149.75,2025-11-02 15:00:00,Japan
INV-1246,CUST-0023,USB-C Multiport Hub,5,39.99,199.95,2025-11-02 15:00:00,Japan
INV-1246,CUST-0023,Smart LED Desk Lamp,5,29.95,149.75,2025-11-02 15:00:00,Japan
INV-1247,CUST-0040,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-09-04 16:00:00,France
INV-1248,CUST-0040,Ultra HD 27-inch Monitor,1,299.0,299.0,2025-07-31 12:00:00,France
INV-1249,CUST-0001,USB-C Multiport Hub,5,39.99,199.95,2025-03-11 13:00:00,Japan
INV-1249,CUST-0001,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-03-11 13:00:00,Japan
INV-1250,CUST-0062,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-01-05 20:00:00,France
INV-1250,CUST-0062,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-01-05 20:00:00,France
INV-1251,CUST-0071,USB-C Multiport Hub,4,39.99,159.96,2025-04-07 14:00:00,France
INV-1251,CUST-0071,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-04-07 14:00:00,France
INV-1251,CUST-0071,Smart LED Desk Lamp,4,29.95,119.8,2025-04-07 14:00:00,France
INV-1252,CUST-0049,Smart LED Desk Lamp,2,29.95,59.9,2025-05-15 09:00:00,Germany
INV-1252,CUST-0049,Vertical Ergonomic Mouse,5,45.0,225.0,2025-05-15 09:00:00,Germany
INV-1253,CUST-0035,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-11-29 19:00:00,France
INV-1253,CUST-0035,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-11-29 19:00:00,France
INV-1253,CUST-0035,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-11-29 19:00:00,France
INV-1254,CUST-0038,USB-C Multiport Hub,3,39.99,119.97,2025-11-23 15:00:00,United Kingdom
INV-1254,CUST-0038,Smart LED Desk Lamp,5,29.95,149.75,2025-11-23 15:00:00,United Kingdom
INV-1254,CUST-0038,USB-C Multiport Hub,2,39.99,79.98,2025-11-23 15:00:00,United Kingdom
INV-1255,CUST-0042,Wireless Noise-Cancelling Headphones,2,149.99,299.98,2025-03-19 08:00:00,United Kingdom
INV-1255,CUST-0042,Wireless Noise-Cancelling Headphones,3,149.99,449.97,2025-03-19 08:00:00,United Kingdom
INV-1255,CUST-0042,Ultra HD 27-inch Monitor,2,299.0,598.0,2025-03-19 08:00:00,United Kingdom
INV-1256,CUST-0057,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-01-05 11:00:00,Australia
INV-1257,CUST-0064,USB-C Multiport Hub,3,39.99,119.97,2025-06-25 14:00:00,Germany
INV-1257,CUST-0064,USB-C Multiport Hub,1,39.99,39.99,2025-06-25 14:00:00,Germany
INV-1258,CUST-0043,USB-C Multiport Hub,1,39.99,39.99,2025-03-16 08:00:00,United Kingdom
INV-1258,CUST-0043,Vertical Ergonomic Mouse,4,45.0,180.0,2025-03-16 08:00:00,United Kingdom
INV-1259,CUST-0024,Wireless Noise-Cancelling Headphones,2,149.99,299.98,2025-05-09 14:00:00,Germany
INV-1260,CUST-0050,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-05-07 19:00:00,United States
INV-1261,CUST-0013,USB-C Multiport Hub,3,39.99,119.97,2025-12-07 11:00:00,Japan
INV-1261,CUST-0013,Ultra HD 27-inch Monitor,2,299.0,598.0,2025-12-07 11:00:00,Japan
INV-1262,CUST-0006,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-10-09 16:00:00,Australia
INV-1263,CUST-0039,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-07-04 08:00:00,Germany
INV-1263,CUST-0039,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-07-04 08:00:00,Germany
INV-1263,CUST-0039,Ultra HD 27-inch Monitor,1,299.0,299.0,2025-07-04 08:00:00,Germany
INV-1264,CUST-0022,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-10-27 09:00:00,France
INV-1264,CUST-0022,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-10-27 09:00:00,France
INV-1265,CUST-0061,Wireless Noise-Cancelling Headphones,2,149.99,299.98,2025-11-02 10:00:00,Australia
INV-1265,CUST-0061,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-11-02 10:00:00,Australia
INV-1266,CUST-0012,Wireless Noise-Cancelling Headphones,1,149.99,149.99,2025-11-13 13:00:00,Australia
INV-1266,CUST-0012,Ultra HD 27-inch Monitor,2,299.0,598.0,2025-11-13 13:00:00,Australia
INV-1266,CUST-0012,Smart LED Desk Lamp,5,29.95,149.75,2025-11-13 13:00:00,Australia
INV-1267,CUST-0014,Vertical Ergonomic Mouse,3,45.0,135.0,2025-09-07 11:00:00,Germany
INV-1267,CUST-0014,USB-C Multiport Hub,2,39.99,79.98,2025-09-07 11:00:00,Germany
INV-1268,CUST-0003,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-07-13 13:00:00,Australia
INV-1268,CUST-0003,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-07-13 13:00:00,Australia
INV-1268,CUST-0003,Smart LED Desk Lamp,4,29.95,119.8,2025-07-13 13:00:00,Australia
INV-1269,CUST-0072,Ergonomic Mechanical Keyboard,5,89.5,447.5,2025-10-05 19:00:00,France
INV-1269,CUST-0072,Ergonomic Mechanical Keyboard,5,89.5,447.5,2025-10-05 19:00:00,France
INV-1270,CUST-0045,Vertical Ergonomic Mouse,2,45.0,90.0,2025-08-28 12:00:00,France
INV-1270,CUST-0045,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-08-28 12:00:00,France
INV-1270,CUST-0045,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-08-28 12:00:00,France
INV-1271,CUST-0038,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-10-05 13:00:00,France
INV-1271,CUST-0038,USB-C Multiport Hub,2,39.99,79.98,2025-10-05 13:00:00,France
INV-1272,CUST-0003,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-07-06 20:00:00,Japan
INV-1272,CUST-0003,Smart LED Desk Lamp,1,29.95,29.95,2025-07-06 20:00:00,Japan
INV-1272,CUST-0003,Smart LED Desk Lamp,5,29.95,149.75,2025-07-06 20:00:00,Japan
INV-1273,CUST-0050,Vertical Ergonomic Mouse,2,45.0,90.0,2025-09-26 18:00:00,Germany
INV-1273,CUST-0050,Vertical Ergonomic Mouse,3,45.0,135.0,2025-09-26 18:00:00,Germany
INV-1274,CUST-0042,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-11-25 13:00:00,United States
INV-1275,CUST-0009,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-03-08 10:00:00,United Kingdom
INV-1276,CUST-0063,Smart LED Desk Lamp,4,29.95,119.8,2025-02-20 08:00:00,Germany
INV-1276,CUST-0063,Smart LED Desk Lamp,4,29.95,119.8,2025-02-20 08:00:00,Germany
INV-1276,CUST-0063,Vertical Ergonomic Mouse,5,45.0,225.0,2025-02-20 08:00:00,Germany
INV-1277,CUST-0076,Vertical Ergonomic Mouse,1,45.0,45.0,2025-01-26 13:00:00,France
INV-1278,CUST-0002,USB-C Multiport Hub,1,39.99,39.99,2025-12-02 15:00:00,Germany
INV-1279,CUST-0047,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-08-01 13:00:00,Japan
INV-1279,CUST-0047,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-08-01 13:00:00,Japan
INV-1279,CUST-0047,Wireless Noise-Cancelling Headphones,1,149.99,149.99,2025-08-01 13:00:00,Japan
INV-1280,CUST-0039,Wireless Noise-Cancelling Headphones,2,149.99,299.98,2025-04-21 16:00:00,United Kingdom
INV-1281,CUST-0069,Smart LED Desk Lamp,2,29.95,59.9,2025-04-08 11:00:00,United States
INV-1281,CUST-0069,Vertical Ergonomic Mouse,2,45.0,90.0,2025-04-08 11:00:00,United States
INV-1281,CUST-0069,Vertical Ergonomic Mouse,5,45.0,225.0,2025-04-08 11:00:00,United States
INV-1282,CUST-0054,Vertical Ergonomic Mouse,3,45.0,135.0,2025-02-24 20:00:00,Australia
INV-1282,CUST-0054,Smart LED Desk Lamp,4,29.95,119.8,2025-02-24 20:00:00,Australia
INV-1282,CUST-0054,Smart LED Desk Lamp,4,29.95,119.8,2025-02-24 20:00:00,Australia
INV-1283,CUST-0014,Vertical Ergonomic Mouse,3,45.0,135.0,2025-04-03 16:00:00,Germany
INV-1283,CUST-0014,Smart LED Desk Lamp,2,29.95,59.9,2025-04-03 16:00:00,Germany
INV-1284,CUST-0069,Vertical Ergonomic Mouse,3,45.0,135.0,2025-08-15 13:00:00,Japan
INV-1284,CUST-0069,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-08-15 13:00:00,Japan
INV-1285,CUST-0056,Vertical Ergonomic Mouse,5,45.0,225.0,2025-06-15 17:00:00,Australia
INV-1286,CUST-0028,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-10-09 19:00:00,United States
INV-1286,CUST-0028,USB-C Multiport Hub,4,39.99,159.96,2025-10-09 19:00:00,United States
INV-1287,CUST-0001,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-01-18 12:00:00,Australia
INV-1287,CUST-0001,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-01-18 12:00:00,Australia
INV-1287,CUST-0001,Wireless Noise-Cancelling Headphones,3,149.99,449.97,2025-01-18 12:00:00,Australia
INV-1288,CUST-0029,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-06-11 08:00:00,Germany
INV-1288,CUST-0029,Vertical Ergonomic Mouse,5,45.0,225.0,2025-06-11 08:00:00,Germany
INV-1288,CUST-0029,Vertical Ergonomic Mouse,5,45.0,225.0,2025-06-11 08:00:00,Germany
INV-1289,CUST-0020,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-01-20 15:00:00,United Kingdom
INV-1289,CUST-0020,Ultra HD 27-inch Monitor,3,299.0,897.0,2025-01-20 15:00:00,United Kingdom
INV-1290,CUST-0075,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-04-30 12:00:00,Germany
INV-1290,CUST-0075,USB-C Multiport Hub,5,39.99,199.95,2025-04-30 12:00:00,Germany
INV-1291,CUST-0028,USB-C Multiport Hub,2,39.99,79.98,2025-02-09 19:00:00,Australia
INV-1291,CUST-0028,USB-C Multiport Hub,5,39.99,199.95,2025-02-09 19:00:00,Australia
INV-1292,CUST-0013,Smart LED Desk Lamp,5,29.95,149.75,2025-11-25 12:00:00,Japan
INV-1293,CUST-0049,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-01-29 20:00:00,United Kingdom
INV-1293,CUST-0049,USB-C Multiport Hub,1,39.99,39.99,2025-01-29 20:00:00,United Kingdom
INV-1294,CUST-0030,Smart LED Desk Lamp,4,29.95,119.8,2025-12-01 17:00:00,Australia
INV-1295,CUST-0007,Vertical Ergonomic Mouse,5,45.0,225.0,2025-09-26 08:00:00,France
INV-1295,CUST-0007,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-09-26 08:00:00,France
INV-1296,CUST-0065,Smart LED Desk Lamp,4,29.95,119.8,2025-04-24 10:00:00,Australia
INV-1297,CUST-0058,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-10-22 16:00:00,Japan
INV-1298,CUST-0038,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-03-17 10:00:00,United States
INV-1298,CUST-0038,Vertical Ergonomic Mouse,1,45.0,45.0,2025-03-17 10:00:00,United States
INV-1299,CUST-0071,Vertical Ergonomic Mouse,4,45.0,180.0,2025-05-15 09:00:00,United States
INV-1299,CUST-0071,Smart LED Desk Lamp,2,29.95,59.9,2025-05-15 09:00:00,United States
INV-1300,CUST-0018,USB-C Multiport Hub,5,39.99,199.95,2025-10-14 11:00:00,United States
INV-1300,CUST-0018,Ergonomic Mechanical Keyboard,5,89.5,447.5,2025-10-14 11:00:00,United States
INV-1301,CUST-0079,Wireless Noise-Cancelling Headphones,3,149.99,449.97,2025-09-26 11:00:00,Australia
INV-1302,CUST-0056,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-12-17 17:00:00,France
INV-1303,CUST-0055,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-06-28 11:00:00,France
INV-1303,CUST-0055,Smart LED Desk Lamp,1,29.95,29.95,2025-06-28 11:00:00,France
INV-1304,CUST-0040,Vertical Ergonomic Mouse,2,45.0,90.0,2025-06-29 17:00:00,Germany
INV-1304,CUST-0040,USB-C Multiport Hub,1,39.99,39.99,2025-06-29 17:00:00,Germany
INV-1305,CUST-0030,Smart LED Desk Lamp,1,29.95,29.95,2025-12-17 13:00:00,Germany
INV-1306,CUST-0015,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-01-28 11:00:00,Australia
INV-1306,CUST-0015,Wireless Noise-Cancelling Headphones,3,149.99,449.97,2025-01-28 11:00:00,Australia
INV-1306,CUST-0015,Smart LED Desk Lamp,1,29.95,29.95,2025-01-28 11:00:00,Australia
INV-1307,CUST-0040,Ergonomic Mechanical Keyboard,5,89.5,447.5,2025-08-30 08:00:00,United States
INV-1307,CUST-0040,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-08-30 08:00:00,United States
INV-1308,CUST-0070,Vertical Ergonomic Mouse,2,45.0,90.0,2025-05-13 16:00:00,Japan
INV-1308,CUST-0070,Smart LED Desk Lamp,1,29.95,29.95,2025-05-13 16:00:00,Japan
INV-1309,CUST-0049,Ultra HD 27-inch Monitor,2,299.0,598.0,2025-12-06 16:00:00,Japan
INV-1310,CUST-0008,Vertical Ergonomic Mouse,3,45.0,135.0,2025-04-13 20:00:00,France
INV-1310,CUST-0008,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-04-13 20:00:00,France
INV-1310,CUST-0008,Smart LED Desk Lamp,1,29.95,29.95,2025-04-13 20:00:00,France
INV-1311,CUST-0009,Smart LED Desk Lamp,3,29.95,89.85,2025-12-05 12:00:00,United States
INV-1311,CUST-0009,Wireless Noise-Cancelling Headphones,1,149.99,149.99,2025-12-05 12:00:00,United States
INV-1311,CUST-0009,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-12-05 12:00:00,United States
INV-1312,CUST-0030,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-09-18 19:00:00,United States
INV-1313,CUST-0077,Vertical Ergonomic Mouse,4,45.0,180.0,2025-02-15 10:00:00,Japan
INV-1314,CUST-0072,Vertical Ergonomic Mouse,3,45.0,135.0,2025-01-12 08:00:00,Australia
INV-1315,CUST-0043,Wireless Noise-Cancelling Headphones,3,149.99,449.97,2025-07-21 19:00:00,United States
INV-1316,CUST-0046,Vertical Ergonomic Mouse,3,45.0,135.0,2025-11-17 12:00:00,France
INV-1317,CUST-0008,Vertical Ergonomic Mouse,3,45.0,135.0,2025-05-12 14:00:00,Australia
INV-1318,CUST-0029,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-06-24 14:00:00,Germany
INV-1318,CUST-0029,Smart LED Desk Lamp,4,29.95,119.8,2025-06-24 14:00:00,Germany
INV-1318,CUST-0029,Vertical Ergonomic Mouse,5,45.0,225.0,2025-06-24 14:00:00,Germany
INV-1319,CUST-0030,USB-C Multiport Hub,3,39.99,119.97,2025-05-04 17:00:00,United States
INV-1320,CUST-0078,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-08-18 16:00:00,France
INV-1321,CUST-0075,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-12-17 20:00:00,Japan
INV-1322,CUST-0068,Smart LED Desk Lamp,5,29.95,149.75,2025-08-09 20:00:00,Germany
INV-1323,CUST-0021,Smart LED Desk Lamp,1,29.95,29.95,2025-02-04 16:00:00,France
INV-1323,CUST-0021,Ergonomic Mechanical Keyboard,3,89.5,268.5,2025-02-04 16:00:00,France
INV-1323,CUST-0021,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-02-04 16:00:00,France
INV-1324,CUST-0041,Smart LED Desk Lamp,3,29.95,89.85,2025-07-30 12:00:00,United States
INV-1324,CUST-0041,Ergonomic Mechanical Keyboard,2,89.5,179.0,2025-07-30 12:00:00,United States
INV-1325,CUST-0014,Vertical Ergonomic Mouse,3,45.0,135.0,2025-04-05 08:00:00,Germany
INV-1325,CUST-0014,Vertical Ergonomic Mouse,5,45.0,225.0,2025-04-05 08:00:00,Germany
INV-1325,CUST-0014,Vertical Ergonomic Mouse,2,45.0,90.0,2025-04-05 08:00:00,Germany
INV-1326,CUST-0077,Ultra HD 27-inch Monitor,1,299.0,299.0,2025-04-29 18:00:00,Germany
INV-1327,CUST-0062,Smart LED Desk Lamp,3,29.95,89.85,2025-09-15 17:00:00,Germany
INV-1327,CUST-0062,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-09-15 17:00:00,Germany
INV-1328,CUST-0063,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-03-12 10:00:00,United States
INV-1329,CUST-0053,Smart LED Desk Lamp,2,29.95,59.9,2025-05-19 14:00:00,United Kingdom
INV-1330,CUST-0027,USB-C Multiport Hub,3,39.99,119.97,2025-04-01 15:00:00,United Kingdom
INV-1330,CUST-0027,USB-C Multiport Hub,2,39.99,79.98,2025-04-01 15:00:00,United Kingdom
INV-1330,CUST-0027,USB-C Multiport Hub,4,39.99,159.96,2025-04-01 15:00:00,United Kingdom
INV-1331,CUST-0006,USB-C Multiport Hub,5,39.99,199.95,2025-07-14 19:00:00,Japan
INV-1331,CUST-0006,Smart LED Desk Lamp,5,29.95,149.75,2025-07-14 19:00:00,Japan
INV-1332,CUST-0077,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-09-26 18:00:00,Japan
INV-1332,CUST-0077,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-09-26 18:00:00,Japan
INV-1332,CUST-0077,USB-C Multiport Hub,1,39.99,39.99,2025-09-26 18:00:00,Japan
INV-1333,CUST-0032,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-10-03 14:00:00,Japan
INV-1333,CUST-0032,USB-C Multiport Hub,5,39.99,199.95,2025-10-03 14:00:00,Japan
INV-1333,CUST-0032,Smart LED Desk Lamp,1,29.95,29.95,2025-10-03 14:00:00,Japan
INV-1334,CUST-0025,Ultra HD 27-inch Monitor,4,299.0,1196.0,2025-08-14 14:00:00,France
INV-1334,CUST-0025,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-08-14 14:00:00,France
INV-1335,CUST-0038,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-01-28 19:00:00,Japan
INV-1335,CUST-0038,Smart LED Desk Lamp,4,29.95,119.8,2025-01-28 19:00:00,Japan
INV-1335,CUST-0038,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-01-28 19:00:00,Japan
INV-1336,CUST-0015,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-10-27 19:00:00,Germany
INV-1336,CUST-0015,USB-C Multiport Hub,3,39.99,119.97,2025-10-27 19:00:00,Germany
INV-1336,CUST-0015,USB-C Multiport Hub,1,39.99,39.99,2025-10-27 19:00:00,Germany
INV-1337,CUST-0023,USB-C Multiport Hub,1,39.99,39.99,2025-10-30 19:00:00,United States
INV-1338,CUST-0033,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-12-21 18:00:00,France
INV-1338,CUST-0033,Wireless Noise-Cancelling Headphones,1,149.99,149.99,2025-12-21 18:00:00,France
INV-1338,CUST-0033,Smart LED Desk Lamp,4,29.95,119.8,2025-12-21 18:00:00,France
INV-1339,CUST-0047,Smart LED Desk Lamp,5,29.95,149.75,2025-09-26 19:00:00,United Kingdom
INV-1339,CUST-0047,Vertical Ergonomic Mouse,2,45.0,90.0,2025-09-26 19:00:00,United Kingdom
INV-1340,CUST-0049,Ultra HD 27-inch Monitor,5,299.0,1495.0,2025-07-14 08:00:00,Japan
INV-1341,CUST-0020,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-03-16 10:00:00,Germany
INV-1341,CUST-0020,Ultra HD 27-inch Monitor,3,299.0,897.0,2025-03-16 10:00:00,Germany
INV-1341,CUST-0020,Smart LED Desk Lamp,4,29.95,119.8,2025-03-16 10:00:00,Germany
INV-1342,CUST-0037,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-04-03 09:00:00,Australia
INV-1343,CUST-0080,USB-C Multiport Hub,5,39.99,199.95,2025-01-07 15:00:00,France
INV-1343,CUST-0080,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-01-07 15:00:00,France
INV-1344,CUST-0064,USB-C Multiport Hub,4,39.99,159.96,2025-04-22 17:00:00,Germany
INV-1344,CUST-0064,USB-C Multiport Hub,4,39.99,159.96,2025-04-22 17:00:00,Germany
INV-1344,CUST-0064,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-04-22 17:00:00,Germany
INV-1345,CUST-0077,Vertical Ergonomic Mouse,5,45.0,225.0,2025-05-06 16:00:00,United Kingdom
INV-1345,CUST-0077,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-05-06 16:00:00,United Kingdom
INV-1346,CUST-0024,Wireless Noise-Cancelling Headphones,2,149.99,299.98,2025-01-29 18:00:00,Germany
INV-1346,CUST-0024,Wireless Noise-Cancelling Headphones,5,149.99,749.95,2025-01-29 18:00:00,Germany
INV-1347,CUST-0078,Wireless Noise-Cancelling Headphones,4,149.99,599.96,2025-06-19 09:00:00,France
INV-1348,CUST-0023,Smart LED Desk Lamp,5,29.95,149.75,2025-12-11 12:00:00,Germany
INV-1348,CUST-0023,Vertical Ergonomic Mouse,5,45.0,225.0,2025-12-11 12:00:00,Germany
INV-1348,CUST-0023,Ergonomic Mechanical Keyboard,4,89.5,358.0,2025-12-11 12:00:00,Germany
INV-1349,CUST-0075,Ultra HD 27-inch Monitor,3,299.0,897.0,2025-01-19 09:00:00,France
INV-1349,CUST-0075,USB-C Multiport Hub,1,39.99,39.99,2025-01-19 09:00:00,France
INV-1350,CUST-0055,Ergonomic Mechanical Keyboard,1,89.5,89.5,2025-02-03 12:00:00,Japan
INV-1350,CUST-0055,Smart LED Desk Lamp,3,29.95,89.85,2025-02-03 12:00:00,Japan
